CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,,TOTAL INJURED,TOTAL MUERTES
28/08/20,12:15:00,QUEENS,11385,40.704975,-73.90293,POINT (-73.90293 40.704975),,,776 FAIRVIEW AVENUE,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4342902,Sedan,Box Truck,,,,,,
28/08/20,1:50:00,,,40.65736,-73.74154,POINT (-73.74154 40.65736),243 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342459,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
28/08/20,20:20:00,BRONX,10469,40.8677,-73.85673,POINT (-73.85673 40.8677),ARNOW AVENUE,LURTING AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342687,Sedan,Sedan,,,,,,
28/08/20,15:00:00,BRONX,10468,40.862747,-73.90494,POINT (-73.90494 40.862747),WEST FORDHAM ROAD,UNIVERSITY AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4342633,Sedan,Sedan,,,,,,
28/08/20,10:40:00,BRONX,10454,40.803276,-73.91313,POINT (-73.91313 40.803276),,,728 EAST 136 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4343134,Station Wagon/Sport Utility Vehicle,,,,,,,
28/08/20,16:00:00,BRONX,10465,40.825176,-73.83526,POINT (-73.83526 40.825176),,,2600 LAFAYETTE AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4343165,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
28/08/20,23:52:00,,,40.80819,-73.90489,POINT (-73.90489 40.80819),BRUCKNER EXPRESSWAY,,,8,0,0,0,0,0,8,0,Unspecified,Unspecified,Unspecified,,,4343144,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,
28/08/20,7:00:00,MANHATTAN,10002,40.722164,-73.98729,POINT (-73.98729 40.722164),,,188 LUDLOW STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342577,Sedan,,,,,,,
28/08/20,12:30:00,QUEENS,11368,40.740562,-73.85222,POINT (-73.85222 40.740562),,,56-48 VANCLEEF STREET,3,0,0,0,0,0,3,0,Backing Unsafely,Unspecified,,,,4342996,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
28/08/20,8:51:00,,,40.76496,-73.90532,POINT (-73.90532 40.76496),48 STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4342797,Sedan,Forklift,,,,,,
28/08/20,14:20:00,MANHATTAN,10033,40.848118,-73.93089,POINT (-73.93089 40.848118),WEST 181 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342973,Bike,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,17:11:00,,,40.70918,-73.81916,POINT (-73.81916 40.70918),QUEENS BOULEVARD,MAIN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342644,Station Wagon/Sport Utility Vehicle,,,,,,,
28/08/20,0:00:00,BRONX,10473,40.82311,-73.88076,POINT (-73.88076 40.82311),COLGATE AVENUE,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4343268,Taxi,,,,,,,
28/08/20,17:00:00,,,40.692497,-73.87954,POINT (-73.87954 40.692497),JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342638,Station Wagon/Sport Utility Vehicle,,,,,,,
28/08/20,11:50:00,BROOKLYN,11210,40.634827,-73.9344,POINT (-73.9344 40.634827),GLENWOOD ROAD,TROY AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4342947,Station Wagon/Sport Utility Vehicle,PK,,,,,,
28/08/20,13:05:00,BROOKLYN,11201,40.69613,-73.99642,POINT (-73.99642 40.69613),PIERREPONT STREET,WILLOW STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4342645,Ambulance,,,,,,,
28/08/20,22:10:00,QUEENS,11427,40.72992,-73.74243,POINT (-73.74243 40.72992),BRADDOCK AVENUE,89 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4342668,Sedan,Sedan,,,,,,
28/08/20,9:36:00,,,,,,BRONX WHITESTONE BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4343496,Sedan,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,,
28/08/20,14:35:00,,,40.82364,-73.82209,POINT (-73.82209 40.82364),CROSS BRONX EXTENTION,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4342691,Sedan,Flat Bed,,,,,,
28/08/20,22:12:00,,,,,,,,30 avenue 50 street,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4342802,Sedan,,,,,,,
28/08/20,10:26:00,BROOKLYN,11223,40.60371,-73.97677,POINT (-73.97677 40.60371),,,241 HIGHLAWN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4342535,Sedan,,,,,,,
28/08/20,21:15:00,BRONX,10465,40.824913,-73.81911,POINT (-73.81911 40.824913),,,2951 SCHLEY AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4343177,Station Wagon/Sport Utility Vehicle,,,,,,,
28/08/20,18:35:00,BROOKLYN,11228,40.620125,-74.01479,POINT (-74.01479 40.620125),80 STREET,11 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342652,Sedan,,,,,,,
28/08/20,16:37:00,BRONX,10457,40.84497,-73.90247,POINT (-73.90247 40.84497),WEBSTER AVENUE,ITTNER PLACE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4343349,Sedan,Sedan,,,,,,
28/08/20,14:00:00,QUEENS,11432,40.711758,-73.79563,POINT (-73.79563 40.711758),168 STREET,HIGHLAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342612,Pick-up Truck,,,,,,,
28/08/20,20:00:00,BRONX,10451,40.826855,-73.922676,POINT (-73.922676 40.826855),GRAND CONCOURSE,EAST 161 STREET,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4343597,E-Bike,,,,,,,
28/08/20,22:55:00,,,40.81666,-73.938995,POINT (-73.938995 40.81666),WEST 139 STREET,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4343137,Bus,Bike,,,,,,
28/08/20,16:19:00,BROOKLYN,11220,40.644154,-74.00571,POINT (-74.00571 40.644154),,,659 48 STREET,1,0,1,0,0,0,0,0,Unspecified,,,,,4342661,Station Wagon/Sport Utility Vehicle,,,,,,,
28/08/20,8:33:00,BROOKLYN,11221,40.687504,-73.91465,POINT (-73.91465 40.687504),BUSHWICK AVENUE,WEIRFIELD STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4343508,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,5:50:00,BROOKLYN,11209,40.619953,-74.035446,POINT (-74.035446 40.619953),RIDGE BOULEVARD,92 STREET,,0,0,0,0,0,0,0,0,Animals Action,Unspecified,,,,4342541,Sedan,Sedan,,,,,,
28/08/20,9:00:00,BROOKLYN,11211,40.711483,-73.96177,POINT (-73.96177 40.711483),,,163 SOUTH 4 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4343071,Motorcycle,,,,,,,
28/08/20,14:43:00,BRONX,10472,40.826447,-73.87962,POINT (-73.87962 40.826447),,,1108 WHEELER AVENUE,1,0,0,0,0,0,1,0,Unspecified,,,,,4343266,Sedan,Sedan,,,,,,
28/08/20,11:30:00,QUEENS,11421,40.687984,-73.856575,POINT (-73.856575 40.687984),86 STREET,91 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342599,Sedan,Bike,,,,,,
28/08/20,13:30:00,QUEENS,11414,40.64912,-73.83737,POINT (-73.83737 40.64912),CROSS BAY BOULEVARD,165 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4342718,Bus,Sedan,,,,,,
28/08/20,20:45:00,,,,,,BROOKLYN QUEENS EXPRESSWAY,,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,Unspecified,,,4343325,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,,,
28/08/20,9:22:00,,,40.6952,-73.92844,POINT (-73.92844 40.6952),BUSHWICK AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4343619,PK,Fire Truck,,,,,,
28/08/20,18:25:00,MANHATTAN,10012,40.726933,-73.99992,POINT (-73.99992 40.726933),WEST HOUSTON STREET,WEST BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4343322,Sedan,Sedan,,,,,,
28/08/20,18:00:00,BROOKLYN,11219,40.62817,-74.00517,POINT (-74.00517 40.62817),,,1128 65 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343437,Sedan,,,,,,,
28/08/20,15:30:00,BROOKLYN,11220,40.63945,-74.022224,POINT (-74.022224 40.63945),,,314 64 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4342776,Sedan,,,,,,,
28/08/20,11:00:00,QUEENS,11101,40.7494,-73.95437,POINT (-73.95437 40.7494),44 DRIVE,5 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4342578,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,17:39:00,,,40.57089,-74.1479,POINT (-74.1479 40.57089),ARTHUR KILL ROAD,,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,4342642,Sedan,Sedan,,,,,,
28/08/20,5:18:00,,,40.691536,-73.99912,POINT (-73.99912 40.691536),BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4343505,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,PK,,,
28/08/20,22:32:00,BRONX,10468,40.86247,-73.90029,POINT (-73.90029 40.86247),EAST FORDHAM ROAD,WALTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343370,Sedan,Sedan,,,,,,
28/08/20,20:30:00,BRONX,10473,40.813553,-73.8563,POINT (-73.8563 40.813553),WHITE PLAINS ROAD,PATTERSON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4343264,Sedan,Sedan,,,,,,
28/08/20,8:15:00,QUEENS,11429,40.7123,-73.73189,POINT (-73.73189 40.7123),,,222-01 HEMPSTEAD AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342683,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,18:10:00,BRONX,10455,40.8168,-73.89705,POINT (-73.89705 40.8168),LONGWOOD AVENUE,FOX STREET,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,4343018,,,,,,,,
28/08/20,13:45:00,QUEENS,11413,40.673668,-73.758224,POINT (-73.758224 40.673668),,,137-81 BELKNAP STREET,0,0,0,0,0,0,0,0,Steering Failure,Unspecified,,,,4342622,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
28/08/20,11:00:00,,,40.716316,-73.90164,POINT (-73.90164 40.716316),FRESH POND ROAD,60 ROAD,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4342885,Station Wagon/Sport Utility Vehicle,Bike,,,,,,
28/08/20,19:00:00,QUEENS,11411,40.68804,-73.74179,POINT (-73.74179 40.68804),121 AVENUE,222 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342649,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,0:30:00,,,40.72931,-73.997894,POINT (-73.997894 40.72931),WEST 3 STREET,,,1,0,0,0,1,0,0,0,Following Too Closely,Unsafe Speed,Unspecified,,,4342855,Bike,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,
28/08/20,23:15:00,BROOKLYN,11214,40.60023,-73.9956,POINT (-73.9956 40.60023),BAY PARKWAY,BENSON AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4342713,Sedan,Sedan,,,,,,
28/08/20,21:20:00,QUEENS,11428,,,,VANDERVEER STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342651,Station Wagon/Sport Utility Vehicle,,,,,,,
28/08/20,19:14:00,BROOKLYN,11203,40.641026,-73.93408,POINT (-73.93408 40.641026),,,819 EAST 45 STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,4342955,Sedan,,,,,,,
28/08/20,12:08:00,BRONX,10457,40.847385,-73.88948,POINT (-73.88948 40.847385),CROTONA AVENUE,OAKLAND PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4343354,Sedan,Sedan,,,,,,
28/08/20,12:32:00,,,,,,BEACH 84 STREET,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Animals Action,,,,,4342607,Sedan,,,,,,,
28/08/20,14:30:00,,,40.84989,-73.93332,POINT (-73.93332 40.84989),WEST 182 STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4342976,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,,,
28/08/20,20:45:00,,,,,,HORACE HARDING EXPRESSWAY,college point boulevard,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4342665,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
28/08/20,17:10:00,BROOKLYN,11222,40.724056,-73.94993,POINT (-73.94993 40.724056),NASSAU AVENUE,LEONARD STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4343321,Sedan,Bike,,,,,,
28/08/20,3:14:00,BROOKLYN,11207,40.66278,-73.88086,POINT (-73.88086 40.66278),LINDEN BOULEVARD,ASHFORD STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4342732,Station Wagon/Sport Utility Vehicle,Bike,,,,,,
28/08/20,16:20:00,MANHATTAN,10011,40.743168,-73.99741,POINT (-73.99741 40.743168),,,221 WEST 21 STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing or Lane Usage Improper,,,,4343434,Box Truck,Box Truck,,,,,,
28/08/20,7:12:00,BROOKLYN,11229,40.602345,-73.94227,POINT (-73.94227 40.602345),,,3342 NOSTRAND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342611,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,8:36:00,QUEENS,11373,40.73761,-73.87655,POINT (-73.87655 40.73761),JUSTICE AVENUE,52 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342994,Station Wagon/Sport Utility Vehicle,Bike,,,,,,
28/08/20,9:00:00,QUEENS,11355,40.759583,-73.80975,POINT (-73.80975 40.759583),156 STREET,BEECH AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342770,Sedan,Van,,,,,,
28/08/20,14:15:00,BROOKLYN,11214,40.599045,-73.989044,POINT (-73.989044 40.599045),,,2413 86 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342656,Station Wagon/Sport Utility Vehicle,Bike,,,,,,
28/08/20,15:00:00,QUEENS,11691,40.599022,-73.74917,POINT (-73.74917 40.599022),,,15-14 NEW HAVEN AVENUE,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4342933,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,16:15:00,,,40.61521,-74.16381,POINT (-74.16381 40.61521),,,24 ARLENE STREET,2,0,0,0,2,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,Unspecified,,,4343285,Station Wagon/Sport Utility Vehicle,Bike,Bike,,,,,
28/08/20,21:40:00,,,40.708668,-73.99914,POINT (-73.99914 40.708668),SOUTH STREET,ROBERT F WAGNER PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4343306,Sedan,,,,,,,
28/08/20,8:30:00,BROOKLYN,11221,40.68586,-73.926674,POINT (-73.926674 40.68586),,,160 PATCHEN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343417,Pick-up Truck,Refrigerated Van,,,,,,
28/08/20,5:15:00,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4343504,Sedan,Sedan,,,,,,
28/08/20,15:35:00,MANHATTAN,10035,40.796383,-73.93419,POINT (-73.93419 40.796383),,,425 EAST 117 STREET,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4343338,Motorcycle,,,,,,,
28/08/20,16:00:00,QUEENS,11106,40.764618,-73.92406,POINT (-73.92406 40.764618),,,30-16 31 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4343113,Station Wagon/Sport Utility Vehicle,Bike,Sedan,,,,,
28/08/20,15:00:00,QUEENS,11427,40.73118,-73.74631,POINT (-73.74631 40.73118),SPRINGFIELD BOULEVARD,SAWYER AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4342650,Motorcycle,Station Wagon/Sport Utility Vehicle,Sedan,,,,,
28/08/20,14:00:00,BROOKLYN,11213,40.668785,-73.94782,POINT (-73.94782 40.668785),NEW YORK AVENUE,UNION STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4342647,Taxi,Taxi,,,,,,
28/08/20,7:30:00,QUEENS,11377,40.743336,-73.90804,POINT (-73.90804 40.743336),43 AVENUE,57 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4342524,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,
28/08/20,22:55:00,,,40.82391,-73.94244,POINT (-73.94244 40.82391),BRADHURST AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,,,,4343138,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
28/08/20,22:15:00,,,40.681572,-73.92579,POINT (-73.92579 40.681572),BAINBRIDGE STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343420,Bike,,,,,,,
28/08/20,17:13:00,QUEENS,11368,40.744934,-73.86792,POINT (-73.86792 40.744934),JUNCTION BOULEVARD,44 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4342997,Bike,,,,,,,
28/08/20,18:35:00,QUEENS,11385,,,,,,6408 cooper avenue,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342915,Station Wagon/Sport Utility Vehicle,Box Truck,,,,,,
28/08/20,12:00:00,BROOKLYN,11212,40.661907,-73.927574,POINT (-73.927574 40.661907),RUTLAND ROAD,EAST 92 STREET,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,4342954,Sedan,,,,,,,
28/08/20,20:07:00,QUEENS,11435,40.690224,-73.79989,POINT (-73.79989 40.690224),,,109-18 LIVERPOOL STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343445,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
28/08/20,5:45:00,,,,,,ASTORIA BOULEVARD,49 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342562,Station Wagon/Sport Utility Vehicle,Bike,,,,,,
28/08/20,10:25:00,,,40.729343,-74.00366,POINT (-74.00366 40.729343),DOWNING STREET,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4342602,Box Truck,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,14:43:00,,,,,,NEW ENGLAND THRUWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342629,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,8:05:00,BRONX,10467,40.878643,-73.871605,POINT (-73.871605 40.878643),EAST GUN HILL ROAD,WEBSTER AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,4342914,Sedan,,,,,,,
28/08/20,21:50:00,BROOKLYN,11226,40.642414,-73.949646,POINT (-73.949646 40.642414),,,327 EAST 29 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4342958,Ambulance,Sedan,Sedan,,,,,
28/08/20,11:38:00,BROOKLYN,11233,40.67974,-73.92214,POINT (-73.92214 40.67974),RALPH AVENUE,SUMPTER STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4343419,Sedan,Sedan,,,,,,
28/08/20,20:54:00,MANHATTAN,10035,40.805058,-73.93904,POINT (-73.93904 40.805058),EAST 125 STREET,PARK AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4343334,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,12:50:00,BROOKLYN,11211,40.716457,-73.958466,POINT (-73.958466 40.716457),,,155 NORTH 5 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342616,Station Wagon/Sport Utility Vehicle,Van,,,,,,
28/08/20,17:40:00,BRONX,10473,40.825455,-73.84954,POINT (-73.84954 40.825455),CASTLE HILL AVENUE,STORY AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4343276,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,,,
28/08/20,9:20:00,QUEENS,11355,40.748734,-73.82128,POINT (-73.82128 40.748734),,,47-021 COLDEN STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4342675,Sedan,,,,,,,
28/08/20,16:37:00,,,40.82733,-73.8498,POINT (-73.8498 40.82733),BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343460,Sedan,Sedan,,,,,,
28/08/20,14:38:00,,,40.81458,-73.94795,POINT (-73.94795 40.81458),WEST 132 STREET,,,2,0,0,0,0,0,2,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4343163,Taxi,Station Wagon/Sport Utility Vehicle,,,,,,
28/08/20,0:00:00,,,40.666355,-73.80163,POINT (-73.80163 40.666355),VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4342529,Sedan,,,,,,,
28/08/20,22:30:00,,,40.66095,-73.92906,POINT (-73.92906 40.66095),REMSEN AVENUE,RUTLAND ROAD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4342938,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
28/08/20,19:45:00,QUEENS,11377,40.73584,-73.88937,POINT (-73.88937 40.73584),74 STREET,51 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342850,Sedan,,,,,,,
28/08/20,21:15:00,BROOKLYN,11233,40.67638,-73.911736,POINT (-73.911736 40.67638),,,2220 ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342867,Pick-up Truck,Sedan,,,,,,
28/08/20,8:48:00,,,,,,BRONX WHITESTONE BRIDGE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4343362,Carry All,Sedan,,,,,,
28/08/20,17:57:00,BROOKLYN,11229,40.5983,-73.94149,POINT (-73.94149 40.5983),AVENUE V,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343173,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
28/08/20,0:33:00,,,40.723625,-74.00479,POINT (-74.00479 40.723625),WATTS STREET,,,1,0,0,0,0,0,1,0,Unspecified,,,,,4342860,Sedan,,,,,,,
28/08/20,12:30:00,BRONX,10461,,,,,,350 Marconi Street,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342688,Sedan,,,,,,,
28/08/20,13:15:00,BRONX,10451,,,,GRAND CONCOURSE,EAST 149 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343128,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,,,
28/08/20,18:29:00,,,40.683414,-73.92282,POINT (-73.92282 40.683414),RALPH AVENUE,,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4343418,Sedan,Sedan,,,,,,
28/08/20,3:25:00,BROOKLYN,11233,40.671703,-73.91888,POINT (-73.91888 40.671703),,,1760 PARK PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,4342787,Sedan,Sedan,Sedan,Pick-up Truck,,,,
28/08/20,14:52:00,QUEENS,11420,40.686596,-73.8081,POINT (-73.8081 40.686596),,,109-06 VANWYCK EXPRESSWAY,1,0,0,0,0,0,1,0,Unsafe Speed,Unsafe Lane Changing,,,,4342719,Sedan,Sedan,,,,,,
28/08/20,10:45:00,,,40.758286,-73.73743,POINT (-73.73743 40.758286),LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342615,Sedan,Sedan,,,,,,
28/08/20,23:15:00,,,40.696556,-73.98091,POINT (-73.98091 40.696556),BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,4342709,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
28/08/20,16:55:00,BROOKLYN,11226,40.653618,-73.96294,POINT (-73.96294 40.653618),,,91 WOODRUFF AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342804,Station Wagon/Sport Utility Vehicle,,,,,,,
28/08/20,16:30:00,BROOKLYN,11237,40.706367,-73.925354,POINT (-73.925354 40.706367),,,1177 FLUSHING AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343072,Bike,Station Wagon/Sport Utility Vehicle,,,,,,
